"DairitenTK_CD","TekiyoKaishi_DT","TekiyoShuryo_DT","Del_FLG","Sakuseisha_ID","Sakusei_DT","SakuseiProgram_ID","Koshinsha_ID","Koshin_DT","KoshinProgram_ID","DairitenTK_Name_KJKC","DairitenTK_Name_KJ","DairitenTK_Name_KJR","DairitenTK_Name_KJK","DairitenTK_Name_KN","DairitenTK_Name_KNR","Yubinbango","Jusho_CD","Jusho_KJ","TEL_NO","FAX_NO","DairitenTK_KBN","DairitenTK_Seisaku_KBN","Nijiten_KBN","Keikakutani_FLG","PrintI_CTL","PrintYK_CTL","TorihikiKaishi_DT","TorihikiChushi_DT","Toroku_DT","agency_cd"
"21004","11/01/2013 00:00:00","03/31/2016 00:00:00","0","ips00015","03/29/2018 18:50:00","803001","ips00015","03/29/2018 18:50:00","803001","（株）スズケン　岐阜営業部","（株）スズケン　岐阜営業部","スズケン岐阜営業部","Ｓ・岐阜","KK ｽｽﾞｹﾝ ｷﾞﾌｴｲｷﾞﾖｳﾌﾞ","ｽｽﾞｹﾝ ｷﾞﾌ","500-8357","21201737003","岐阜県岐阜市六条大溝３丁目４－１８","0000-00-0000","","1","3","","1","202","012","19000101","","19000101","23049"
"21004","04/01/2016 00:00:00","04/14/2019 00:00:00","0","ips00023","03/29/2018 18:50:00","803001","ips00023","03/29/2018 18:50:00","803001","（株）スズケン岐阜営業部","（株）スズケン岐阜営業部","スズケン岐阜営業部","Ｓ・岐阜","KK ｽｽﾞｹﾝ ｷﾞﾌｴｲｷﾞﾖｳﾌﾞ","ｽｽﾞｹﾝ ｷﾞﾌ","500-8357","21201737003","岐阜県岐阜市六条大溝３丁目４－１８","0000-00-0000","","1","3","","1","202","012","19000101","","19000101","23049"
"21888","01/01/2000 00:00:00","02/28/2013 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","岐阜の代理店","岐阜の代理店","岐阜の代理店","岐・代理店","ｷﾞﾌﾉ ﾀﾞｲﾘﾃﾝ","ｷﾞﾌ","","00000000000","","0000-00-0000","","9","3","","","","","195105","","195105",""
"21888","03/01/2013 00:00:00","12/31/9999 00:00:00","0","ips00015","03/29/2018 18:50:00","803001","ips00015","03/29/2018 18:50:00","803001","岐阜の代理店","岐阜の代理店","岐阜の代理店","岐・代理店","ｷﾞﾌﾉ ﾀﾞｲﾘﾃﾝ","ｷﾞﾌ","","00000000000","","0000-00-0000","","9","3","","","","","19000101","","19000101",""
"21889","01/01/2000 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","岐阜の代理店","岐阜の代理店","岐阜の代理店","岐・代理店","ｷﾞﾌﾉ ﾀﾞｲﾘﾃﾝ","ｷﾞﾌ","","00000000000","","0000-00-0000","","9","3","","","","","19000101","","19000101",""
"21890","01/01/2000 00:00:00","03/31/2016 00:00:00","0","ecl02796","03/29/2018 18:50:00","803001","ecl02796","03/29/2018 18:50:00","803001","東邦薬品　岐阜営業部","東邦薬品　岐阜営業部","東邦　岐阜","東邦　岐阜","ﾄｳﾎｳ ｷﾞﾌ","ﾄｳﾎｳ ｷﾞﾌ","500-8283","21201015001","岐阜県岐阜市茜部野瀬１丁目６０","0000-00-0000","","1","3","","1","104","023","20111001","","20110905","13013"
"21890","04/01/2016 00:00:00","04/14/2019 00:00:00","0","ips00023","03/29/2018 18:50:00","803001","ips00023","03/29/2018 18:50:00","803001","東邦薬品（株）岐阜営業部","東邦薬品（株）岐阜営業部","東邦薬品岐阜営業部","東邦岐阜","ﾄｳﾎｳ ｷﾞﾌ","ﾄｳﾎｳ ｷﾞﾌ","500-8283","21201015001","岐阜県岐阜市茜部野瀬１丁目６０","0000-00-0000","","1","3","","1","104","023","20111001","","20110905","13013"
"22002","01/01/2000 00:00:00","03/31/2013 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","（株）スズケン静岡営業部","（株）スズケン静岡営業部","スズケン静岡営業部","Ｓ・静岡","KK ｽｽﾞｹﾝ ｼｽﾞｵｶｴｲｷﾞﾖｳ","ｽｽﾞｹﾝｼｽﾞｵｶ","422-8008","22102023000","静岡県静岡市駿河区栗原１９３－１","0000-00-0000","","1","3","","4","401","014","19000101","","19000101","23049"
"22002","04/01/2013 00:00:00","10/31/2013 00:00:00","0","ips00015","03/29/2018 18:50:00","803001","ips00015","03/29/2018 18:50:00","803001","（株）スズケン静岡営業部","（株）スズケン静岡営業部","スズケン静岡営業部","Ｓ・静岡","KK ｽｽﾞｹﾝ ｼｽﾞｵｶｴｲｷﾞﾖｳ","ｽｽﾞｹﾝｼｽﾞｵｶ","422-8008","22102023000","静岡県静岡市駿河区栗原１９３－１","0000-00-0000","","1","3","","5","401","014","19000101","","19000101","23049"
"22002","11/01/2013 00:00:00","04/14/2019 00:00:00","0","ips00015","03/29/2018 18:50:00","803001","ips00015","03/29/2018 18:50:00","803001","（株）スズケン静岡営業部","（株）スズケン静岡営業部","スズケン静岡営業部","Ｓ・静岡","KK ｽｽﾞｹﾝ ｼｽﾞｵｶｴｲｷﾞﾖｳ","ｽｽﾞｹﾝｼｽﾞｵｶ","422-8008","22102023000","静岡県静岡市駿河区栗原１９３－１","0000-00-0000","","1","3","","1","401","014","19000101","","19000101","23049"
"22024","01/01/2000 00:00:00","02/28/2013 00:00:00","0","ecl06228","03/29/2018 18:50:00","803001","ecl06228","03/29/2018 18:50:00","803001","アルフレッサ静岡","アルフレッサ静岡","アルフレッサ静岡","ＡＬ静岡","ｱﾙﾌﾚﾂｻ ｼｽﾞｵｶ","ALｼｽﾞｵｶ","422-8027","22102038003","静岡県静岡市駿河区豊田３丁目８－６","0000-00-0000","","1","3","","5","205","","19981001","","19980925","13149"
"22024","03/01/2013 00:00:00","03/31/2016 00:00:00","0","ips00025","03/29/2018 18:50:00","803001","ips00025","03/29/2018 18:50:00","803001","アルフレッサ静岡","アルフレッサ静岡","アルフレッサ静岡","ＡＦ静岡","ｱﾙﾌﾚﾂｻ ｼｽﾞｵｶ","AF ｼｽﾞｵｶ","422-8027","22102038003","静岡県静岡市駿河区豊田３丁目８－６","0000-00-0000","","1","3","","5","205","","19981001","","19980925","13149"
"22024","04/01/2016 00:00:00","04/14/2019 00:00:00","0","ips00023","03/29/2018 18:50:00","803001","ips00023","03/29/2018 18:50:00","803001","アルフレッサ（株）静岡","アルフレッサ（株）静岡","アルフレッサ静岡","ＡＦ静岡","ｱﾙﾌﾚﾂｻ ｼｽﾞｵｶ","AF ｼｽﾞｵｶ","422-8027","22102038003","静岡県静岡市駿河区豊田３丁目８－６","0000-00-0000","","1","3","","5","205","","19981001","","19980925","13149"
"22888","01/01/2000 00:00:00","02/28/2013 00:00:00","0","ecld0913","03/29/2018 18:50:00","803001","ecld0913","03/29/2018 18:50:00","803001","静岡の代理店","静岡の代理店","静岡の代理店","静・代理店","ｼｽﾞｵｶﾉ ﾀﾞｲﾘﾃﾝ","ｼｽﾞｵｶ","","00000000000","","0000-00-0000","","9","3","","","","","195105","","195105",""
"22888","03/01/2013 00:00:00","12/31/9999 00:00:00","0","ips00015","03/29/2018 18:50:00","803001","ips00015","03/29/2018 18:50:00","803001","静岡の代理店","静岡の代理店","静岡の代理店","静・代理店","ｼｽﾞｵｶﾉ ﾀﾞｲﾘﾃﾝ","ｼｽﾞｵｶ","","00000000000","","0000-00-0000","","9","3","","","","","19000101","","19000101",""
"22889","01/01/2000 00:00:00","12/31/9999 00:00:00","0","ecl04742","03/29/2018 18:50:00","803001","ecl04742","03/29/2018 18:50:00","803001","静岡の代理店","静岡の代理店","静岡の代理店","静・代理店","ｼｽﾞｵｶﾉ ﾀﾞｲﾘﾃﾝ","ｼｽﾞｵｶ","","00000000000","","0000-00-0000","","9","3","","","","","19000101","","19000101",""
"22890","01/01/2000 00:00:00","03/31/2016 00:00:00","0","ecl02796","03/29/2018 18:50:00","803001","ecl02796","03/29/2018 18:50:00","803001","東邦薬品　静岡営業部","東邦薬品　静岡営業部","東邦　静岡","東邦　静岡","ﾄｳﾎｳ ｼｽﾞｵｶ","ﾄｳﾎｳ ｼｽﾞｵｶ","422-8032","22102010002","静岡県静岡市駿河区有東２丁目２－２５","0000-00-0000","","1","3","","1","106","023","20111001","","20110905","13013"
"22890","04/01/2016 00:00:00","04/14/2019 00:00:00","0","ips00023","03/29/2018 18:50:00","803001","ips00023","03/29/2018 18:50:00","803001","東邦薬品（株）静岡営業部","東邦薬品（株）静岡営業部","東邦薬品静岡営業部","東邦静岡","ﾄｳﾎｳ ｼｽﾞｵｶ","ﾄｳﾎｳ ｼｽﾞｵｶ","422-8032","22102010002","静岡県静岡市駿河区有東２丁目２－２５","0000-00-0000","","1","3","","1","106","023","20111001","","20110905","13013"
"23002","01/01/2000 00:00:00","09/30/2017 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","中北薬品（株）","中北薬品（株）","中北薬品","中北薬品","ﾅｶｷﾀ ﾔｸﾋﾝ","ﾅｶｷﾀ ﾔｸﾋﾝ","460-0002","23106023003","愛知県名古屋市中区丸の内３丁目５－１５油伊ビル","0000-00-0000","","1","3","","4","104","022","19000101","","19000101","23002"
"23002","10/01/2017 00:00:00","04/14/2019 00:00:00","0","ips00023","03/29/2018 18:50:00","803001","ips00023","03/29/2018 18:50:00","803001","中北薬品（株）","中北薬品（株）","中北薬品","中北薬品","ﾅｶｷﾀ ﾔｸﾋﾝ","ﾅｶｷﾀ ﾔｸﾋﾝ","460-0002","23106023003","愛知県名古屋市中区丸の内３丁目５－１５油伊ビル","0000-00-0000","","1","3","","5","104","022","19000101","","19000101","23002"
"23009","01/01/2000 00:00:00","03/31/2013 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","（株）スズケン名古屋営業部","（株）スズケン名古屋営業部","スズケン名古屋営業部","Ｓ・名古屋","KK ｽｽﾞｹﾝ ﾅｺﾞﾔｴｲｷﾞﾖｳﾌ","ｽｽﾞｹﾝ ﾅｺﾞﾔ","461-0015","23102032000","愛知県名古屋市東区東片端町１番地","0000-00-0000","","1","3","","4","101","026","19000101","","19000101","23049"
"23009","04/01/2013 00:00:00","10/31/2013 00:00:00","0","ips00015","03/29/2018 18:50:00","803001","ips00015","03/29/2018 18:50:00","803001","（株）スズケン名古屋営業部","（株）スズケン名古屋営業部","スズケン名古屋営業部","Ｓ・名古屋","KK ｽｽﾞｹﾝ ﾅｺﾞﾔｴｲｷﾞﾖｳﾌ","ｽｽﾞｹﾝ ﾅｺﾞﾔ","461-0015","23102032000","愛知県名古屋市東区東片端町１番地","0000-00-0000","","1","3","","5","101","026","19000101","","19000101","23049"
"23009","11/01/2013 00:00:00","04/19/2018 00:00:00","0","ips00015","03/29/2018 18:50:00","803001","ips00015","03/29/2018 18:50:00","803001","（株）スズケン名古屋営業部","（株）スズケン名古屋営業部","スズケン名古屋営業部","Ｓ・名古屋","KK ｽｽﾞｹﾝ ﾅｺﾞﾔｴｲｷﾞﾖｳﾌ","ｽｽﾞｹﾝ ﾅｺﾞﾔ","461-0015","23102032000","愛知県名古屋市東区東片端町１番地","0000-00-0000","","1","3","","1","101","026","19000101","","19000101","23049"
"23017","01/01/2000 00:00:00","10/31/2012 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","シーエス薬品（株）","シーエス薬品（株）","シーエス薬品（株）","シーエス薬","ｼ-ｴｽ ﾔｸﾋﾝ ｶﾌﾞｼｷｶﾞｲｼﾔ","ｼ-ｴｽﾔｸﾋﾝ","460-0002","23106023003","愛知県名古屋市中区丸の内３丁目２－２６","0000-00-0000","","1","2","","","108","027","19000101","","19000101","13149"
"23017","11/01/2012 00:00:00","02/07/2019 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","シーエス薬品（株）","シーエス薬品（株）","シーエス薬品（株）","シーエス薬","ｼ-ｴｽ ﾔｸﾋﾝ ｶﾌﾞｼｷｶﾞｲｼﾔ","ｼ-ｴｽﾔｸﾋﾝ","460-0002","23106023003","愛知県名古屋市中区丸の内３丁目２－２６","03-3817-3967","","1","2","","","108","027","19000101","","19000101","13149"
"23049","01/01/2000 00:00:00","10/31/2012 00:00:00","0","ecl94678","03/29/2018 18:50:00","803001","ecl94678","03/29/2018 18:50:00","803001","（株）スズケン","（株）スズケン","（株）スズケン","スズケン","KK ｽｽﾞｹﾝ","ｽｽﾞｹﾝ","060-0906","01103005003","北海道札幌市東区北６条東３丁目１番地","0000-00-0000","","1","3","","","001","026","19980401","","19980325","23049"
"23049","11/01/2012 00:00:00","04/19/2018 00:00:00","0","ecl07868","03/29/2018 18:50:00","803001","ecl07868","03/29/2018 18:50:00","803001","（株）スズケン","（株）スズケン","（株）スズケン","スズケン","KK ｽｽﾞｹﾝ","ｽｽﾞｹﾝ","461-0015","23102032000","愛知県名古屋市東区東片端町１番地　ビジネスサポート仕入課","052-950-6304","","1","3","","","001","026","19980401","","19980325","23049"
"23052","01/01/2000 00:00:00","02/28/2013 00:00:00","0","ecld0918","03/29/2018 18:50:00","803001","ecld0918","03/29/2018 18:50:00","803001","アルフレッサ愛知","アルフレッサ愛知","アルフレッサ愛知","ＡＬ愛知","ｱﾙﾌﾚﾂｻ ｱｲﾁ","AL ｱｲﾁ","462-0844","23103047004","愛知県名古屋市北区清水４丁目１４－１８","0000-00-0000","","1","3","","5","105","","19981001","","19980924","13149"
"23052","03/01/2013 00:00:00","03/31/2016 00:00:00","0","ips00025","03/29/2018 18:50:00","803001","ips00025","03/29/2018 18:50:00","803001","アルフレッサ愛知","アルフレッサ愛知","アルフレッサ愛知","ＡＦ愛知","ｱﾙﾌﾚﾂｻ ｱｲﾁ","AF ｱｲﾁ","462-0844","23103047004","愛知県名古屋市北区清水４丁目１４－１８","0000-00-0000","","1","3","","5","105","","19981001","","19980924","13149"
"23052","04/01/2016 00:00:00","04/14/2019 00:00:00","0","ips00023","03/29/2018 18:50:00","803001","ips00023","03/29/2018 18:50:00","803001","アルフレッサ（株）愛知","アルフレッサ（株）愛知","アルフレッサ愛知","ＡＦ愛知","ｱﾙﾌﾚﾂｻ ｱｲﾁ","AF ｱｲﾁ","462-0844","23103047004","愛知県名古屋市北区清水４丁目１４－１８","0000-00-0000","","1","3","","5","105","","19981001","","19980924","13149"
"23074","01/01/2000 00:00:00","04/14/2020 00:00:00","0","eclbatch","03/29/2018 18:50:00","803001","eclbatch","03/29/2018 18:50:00","803001","スズケン","スズケン","Ｓ","Ｓ","S","S","461-0015","23102032000","愛知県名古屋市東区東片端町１番地","052-953-7498","052-953-6331","1","3","","","117","001","20001205","20050601","20001205",""
"23075","01/01/2000 00:00:00","04/19/2018 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","株）スズケン西日本営業部東","株）スズケン西日本営業部東","スズケン西日本　東海","スズケン西","ｽｽﾞｹﾝﾆｼﾆﾎﾝｴｲｷﾞﾖｳﾄｳｶｲ","ｽｽﾞｹﾝﾆｼﾆﾎﾝ","461-0015","23102032000","愛知県名古屋市東区東片端町１番地","052-953-7498","052-953-6331","1","3","","","102","028","20001205","","20001205",""
"23084","01/01/2000 00:00:00","03/31/2016 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","（株）Ｐａｌｔａｃ中部支社","（株）Ｐａｌｔａｃ中部支社","Ｐａｌｔａｃ中部支社","ＰＴ中部","KK ﾊﾟﾙﾀﾂｸKS ﾁﾕｳﾌﾞｼｼﾔ","ﾊﾟﾙKSﾁﾕｳﾌﾞ","470-0102","23230021108","愛知県日進市藤島町長塚７４－１５","05617-3-8881","","1","3","","","","","20060914","","20060914","23022"
"23084","04/01/2016 00:00:00","04/19/2018 00:00:00","0","ecl05317","03/29/2018 18:50:00","803001","ecl05317","03/29/2018 18:50:00","803001","（株）ＰＡＬＴＡＣ名古屋支社","ＰＡＬＴＡＣ名古屋支社","ＰＡＬ名古屋支社","ＰＴ名古屋","ﾊﾟﾙﾀﾂｸﾅｺﾞﾔ","ﾊﾟﾙﾅｺﾞﾔﾞ","486-0804","23206074000","愛知県春日井市鷹来町３１８１番地１","0568-86-5660","","1","3","","","","","20060914","","20060914","23022"
"23100","01/01/2000 00:00:00","03/31/2013 00:00:00","0","ecl02796","03/29/2018 18:50:00","803001","ecl02796","03/29/2018 18:50:00","803001","メディセオ東海統括営業部","メディセオ東海統括営業部","メディセオ東海統括","ＭＣ東海","ﾒﾃﾞｲｾｵ ﾄｳｶｲﾄｳｶﾂ","MCﾄｳｶｲ","451-0051","23104060003","愛知県名古屋市西区則武新町３丁目","0000-00-0000","","1","3","","5","110","","20091001","","20100928","28026"
"23100","04/01/2013 00:00:00","03/31/2016 00:00:00","0","ips00015","03/29/2018 18:50:00","803001","ips00015","03/29/2018 18:50:00","803001","メディセオ東海統括営業部","メディセオ東海統括営業部","メディセオ東海統括","ＭＣ東海","ﾒﾃﾞｲｾｵ ﾄｳｶｲﾄｳｶﾂ","MCﾄｳｶｲ","451-0051","23104060003","愛知県名古屋市西区則武新町３丁目","0000-00-0000","","1","3","","1","110","","20091001","","20100928","28026"
"23100","04/01/2016 00:00:00","04/19/2018 00:00:00","0","ips00023","03/29/2018 18:50:00","803001","ips00023","03/29/2018 18:50:00","803001","（株）メディセオ東海統括営業部","メディセオ東海統括営業部","メディセオ東海統括","ＭＣ東海","ﾒﾃﾞｲｾｵ ﾄｳｶｲﾄｳｶﾂ","MCﾄｳｶｲ","451-0051","23104060003","愛知県名古屋市西区則武新町３丁目","0000-00-0000","","1","3","","1","110","","20091001","","20100928","28026"
"23525","01/01/2000 00:00:00","01/13/2021 00:00:00","0","ecl04321","03/29/2018 18:50:00","803001","ecl04321","03/29/2018 18:50:00","803001","（株）井田両国堂　名古屋","（株）井田両国堂　名古屋","井田名古屋","井田名古屋","KK ｲﾀﾞﾘﾖｳｺﾞｸﾄﾞｳ","ｲﾀﾞﾅｺﾞﾔ","465-0045","23115056000","愛知県名古屋市名東区姫若町４０　佐川急便名東ＳＲＣ３Ｆ","052-705-6422","","3","3","","","","","19000101","","19000101","13803"
"23888","01/01/2000 00:00:00","02/28/2013 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","愛知の代理店","愛知の代理店","愛知の代理店","愛・代理店","ｱｲﾁﾉ ﾀﾞｲﾘﾃﾝ","ｱｲﾁ","","00000000000","","0000-00-0000","","9","3","","","","","195105","","195105",""
"23888","03/01/2013 00:00:00","12/31/9999 00:00:00","0","ips00015","03/29/2018 18:50:00","803001","ips00015","03/29/2018 18:50:00","803001","愛知の代理店","愛知の代理店","愛知の代理店","愛・代理店","ｱｲﾁﾉ ﾀﾞｲﾘﾃﾝ","ｱｲﾁ","","00000000000","","0000-00-0000","","9","3","","","","","19000101","","19000101",""
"23889","01/01/2000 00:00:00","12/31/9999 00:00:00","0","","03/29/2018 18:50:00","803001","","03/29/2018 18:50:00","803001","愛知の代理店","愛知の代理店","愛知の代理店","愛・代理店","ｱｲﾁﾉ ﾀﾞｲﾘﾃﾝ","ｱｲﾁ","","00000000000","","0000-00-0000","","9","3","","","","","19000101","","19000101",""
"23890","01/01/2000 00:00:00","03/31/2016 00:00:00","0","ecl02796","03/29/2018 18:50:00","803001","ecl02796","03/29/2018 18:50:00","803001","東邦薬品　愛知営業部","東邦薬品　愛知営業部","東邦　愛知","東邦　愛知","ﾄｳﾎｳ ｱｲﾁ","ﾄｳﾎｳ ｱｲﾁ","465-0092","23115074003","愛知県名古屋市名東区社台３丁目１２０","0000-00-0000","","1","3","","1","103","023","20111001","","20110905","13013"
